idx,nltk
129, especialização big ferramentas open source foco engenharia profissional poderá alocado trabalhar qualquer tecnologia open source - prioritariamente - direcionado assuntos especialização tarefas implementar projetos tecnologias open source foco maior assuntos especialização ministrar curso presencial online - relacionados área especialização prestar suporte infraestrutura big assuntos correlacionados clientes 4linux suportar infraestrutura interna 4linux assuntos especialização escrever novos cursos atualizar existentes relacionados temas especialização obrigatório superior completo disponibilidade trabalhar cidade paulo linux saber programar python intermediário plataformas big hadoop spark modo geral esperado candidato saiba realizar seguintes tarefas instalação configuração cluster hadoop pipelines transformação python pyspark plataformas big hortonworks cloudera sql algum banco nosql manutenção datalake hdfs google cloud storage aws s3 warehouse hive outro qualquer nuvem processos extração transformação carregamento etl manter qualidade códigos padrão troca json entender requisitos negócio modelagem lake warehouse acordo necessidades ter trabalhando empresas consultoria ter ministrado - gostado - dar aulas t.i kubernetes kafka nifi containers docker ferramentas big nuvem google cloud plataform azure aws noções algoritmos machine learning algum framework scikit learn tensorflow keras noções algum banco nosql hbase mongodb fluxo processamento apache airflow
130, desenvolvimento software backend desenvolvimento pipeline nuvem análise melhoria código legado entendimento demanda áreas empresa análise configuração infraestrutura nuvem formação desenvolvimento sistemas ciências computação áreas correlacionadas desenvolvimento software domínio linguagem python banco sql avançado modelagem multidimensional trabalho nuvem avançado ferramentas ambiente aws fundamentos big nosql pandas spark hadoop hive git facilidade trabalhar linux flavors metodologia agile perfil desejado facilidade trabalhar cooperação automotivação objetividade flexibilidade inovação teste unitário
131, executar análises desenvolvimentos banco desenvolvimento suporte processos carga integração origens destinos tratamento bases implementação produtos dtm desenvolvimento processos carga integração envolvendo origens destinos alimentar bases analíticas desenvolvimento relatórios analíticos análise procurando garantir qualidade consistência mesmos garantir performance relatórios estrutura desenvolvida análise manter documentados processos procedimentos responsabilidade colaborador prestar suporte produtos processos desenvolvidos implementados dtm desenvolver prestar suporte campanhas marketing direto através ferramenta gestão campanhas formação superior completa ferramentas etl sistemas gerenciadores banco sql server oracle mysql etc linguagem sql modelagem bases relacionais dimensionais ferramentas relatório tableau power bi etc projetos database marketing
132, executar análises desenvolvimentos banco total autonomia sendo capaz definir esforços estabelecer prazos assertivos desenvolvimento suporte processos carga integração origens destinos tratamento bases implementação produtos dtm escopo esforço mapeamento requisitos técnicos compartilhar equipe desenvolvimento processos carga integração envolvendo origens destinos alimentar bases analíticas desenvolvimento relatórios analíticos garantir qualidade consistência performance manter documentados processos procedimentos responsabilidade colaborador fomentar prática equipe prestar suporte avançado produtos processos desenvolvidos implementados dtm desenvolver prestar suporte avançado campanhas marketing direto através ferramenta gestão campanhas comunicar clara assertiva andamento gestores formação superior completa ferramentas etl sistemas gerenciadores banco sql server oracle mysql etc linguagem sql modelagem bases relacionais dimensionais ferramentas relatório tableau power bi etc projetos database marketing tecnologias big nosql spark hadoop hive
133, desenvolvimento software backend desenvolvimento pipeline nuvem análise melhoria código legado entendimento demanda áreas empresa análise configuração infraestrutura nuvem formação desenvolvimento sistemas ciências computação áreas correlacionadas sólidos desenvolvimento software domínio linguagem python banco sql avançado modelagem multidimensional trabalho nuvem avançado ferramentas ambiente aws fundamentos big nosql pandas spark hadoop hive git facilidade trabalhar linux flavors metodologia agile perfil desejado facilidade trabalhar cooperação automotivação objetividade flexibilidade inovação
134, desenvolve constrói testa mantém solução plataforma onde todos extraídos limpos organizados integrados disponibilizados gestão governança conhece processos interage outras áreas datos tecnologia assim negócio sabe traduzir necessidades negócio requisitos técnicos features plataforma responsável implementação melhoria contínua plataforma utilizará ferramentas avaliar integrar disponibilizar adequada performática possível apresentando trade-offs adequados cada contexto agile scrum/kanban devops ci/cd - gitflow cloud - menos três plataformas aws azure gcp hadoop ecosystem on premises gerenciado nuvem emr/hdinsights sql nosql databases paradigmas modelagem warehousing lakes python scala java core spark apis microsserviços testes devops ci/cd idioma inglês - fluente espanhol - intermediário
135, deverá estar cursando ensino superior partir terceiro semestre tecnologia informação análise desenvolvimento sistemas ciências computação sistemas informação engenharia limpeza análise desenvolvimento sistemas lógica programação fundamentos banco java python
136, projetos analítico.participação projets envolvendo tecnologias emergentes engenharia envolvendo python spark ecosys hadoop arquitetura sas sas grid sas guide características execução desenvolvimento programas sas integração particularidades linguagem exemplo step macros includes
137, desenvolvimento pipelines datefactory desenvolvimento etl databricks desenvolvimento modelo ssas analysis service power bi desenvolver painéis power bi desenvolver cálculos dax power bi 365 power bi reporting service engenharia ambiente nuvem azure sql python pyspark spark sql
138, programa codifica testa sistemas sites portais voltados ambiente internet executa manutenção sistemas fazendo eventuais correções necessárias atender necessidades desenvolve trabalhos montagem depuração testes programas executando serviços manutenção programas desenvolvidos ensino superior completo desenvolvimento web web scraping python javascript etls aws banco relacional vivência backend engenharia
139, missão cargo fornecer análises modelos suportem tomadas decisão crédito cobrança fraude áreas empresa autônoma auxiliando analistas responsabilidades - identificar oportunidades viabilidade auxiliar tomadas decisão - desenvolver implementar monitorar modelos preditivos bem documentar todo processo - escorar modelos realizar backtests - apresentar discutir modelos áreas envolvidas tomadas decisão - fazer análises auxiliem tomada decisão - gerenciar projetos relacionados área - transmitir apoiar analistas entregas prévia áreas modelagem crm políticas crédito cobrança engenharia resultados finanças riscos precificação modelagem preditiva requisitos programação python r sas
140, colaborar estatísticos engenheiros machine learning economistas especialistas linguagem nlp nlu nlg resolver problemas science auxiliar dar suporte limpeza dataset feature engineering atuar desenvolvimento melhoria interativa base soluções aprendizado máquina potencialize principal produto chatbot trabalhar conjunto engenheiro arquitetos datasets formato necessário treinamento múltiplos modelos coletar limpar armazenar organizar integrar ajudar pipelines equipe engenheiros realizar análises descritivas exploratórias modelagem preditiva aplicar aprendizado máquina realizar simulações análise texto visualização interativa auxiliar expansão ciência frentes negócios participar reuniões clientes
141, modelos estatística machine learning otimização teoria financeira comunicar aspectos técnicos resultados analíticos clientes interno externos diferentes backgrounds responsabilizar projetos aspectos técnicos início fim trabalhar próxima engenheiros cientistas equipes produto negócio entrega insights qualidade robustez buscar proativamente oportunidades melhorias processos existentes modelagem estatística técnicas machine learning exploração hipóteses partir problema negócios desenho experimentação através interpretação métricas sucesso testes hipóteses a|b comprovação rejeição hipótese habilidade apresentações resultados projetos ciência compreensível áreas negócios perda rigor científico computação nuvem azure linguagem sql python bibliotecas ml familiaridade versionamento código git
142, eleflow nasceu tornar big analytics machine learning acessíveis empresas desenvolvedores engenheiros cientistas analistas experientes motivados curiosos diferenciadores projetos atuamos - graduação completa marketing comunicação publicidade propaganda áreas similares- fortes habilidades interpessoais necessárias comunicar ampla gama clientes internos externos- vivência área tecnologia considerada importante
143, eleflow nasceu tornar big analytics machine learning acessíveis empresas desenvolvedores engenheiros cientistas analistas experientes motivados curiosos diferenciadores projetos atuamos requisitos obrigatórios necessário ter desenvolvimento linguagem java orientação objetos microserviços api rest gostar aprender tecnologias resolvam problemas reais requisitos desejáveis framework reativo - exemplo spring webflux padrões projeto testes automatizados análise requisitos
144, deverá estar cursando ensino técnico estar cursando graduação informática análise sistemas sistemas informação ciências computação engenharia computação curso relacionado participar todas etapas ciclo vida desenvolvimento desde entendimento necessidades usuário desenho solução implementação testes deployment produção atuar foco principal desenvolvimento software ambientes web área logística transportes programação back-end java spring boot spring participar elaboração documentação objetivo melhorar qualidade processos desenvolvimento interesse práticas cloud ci cd git maven jenkins metodologias ágeis linguagens java sql javascript sobre fundamentos engenharia software estrutura algoritmos
145, eleflow nasceu tornar big analytics machine learning acessíveis empresas desenvolvedores engenheiros cientistas analistas experientes motivados curiosos diferenciadores projetos atuamos requisitos analista negócios analista analista ti/processos experiente interagir times negócios técnico construindo relacionamentos ambos grupos requerimentos user stories técnicas melhores práticas confortável processo análise via sql outro ferramental facilidade compreensão regras negócio documentando partilhando técnico requisitos desejáveis experiência/conhecimento projetos mdm visão única clientes lgpd menos ambiente cloud aws azure gcp ibm cloud story telling organizado senso urgência priorização
146, eleflow nasceu tornar big analytics machine learning acessíveis empresas desenvolvedores engenheiros cientistas analistas experientes motivados curiosos diferenciadores projetos atuamos requisitos programação linguagem swift xcode versionamento git- storyboards .xib noções básicas auto layout.- git requisitos desejáveis noções padrões arquitetura mvp mvvp clean ambiente aws lambdas api gateway sns frameworks injeção dependência clean code testes unitários testes ui automatizados componentes customizados noções objective-c. persistência local core realm diferenciais - gerenciamento publicações versões apple store fastlane swiftui
147, prestar planejamento executivo projetos interpretar documentos especificação técnica modelagem geográfica representação temática componentes requisitos soluções geoprocessamento monitorar desenvolvimento processos geoprocessamento executando técnicas geração imagens controlando qualidade produtos gerados executar geoprocessamento analisar interpretar classificar imagens satélite média alta altíssima resolução superior cursando geografia processamento engenharia cartográfica engenharia florestal engenharia agrícola engenharia ambiental áreas geoprocessamento sensoriamento remoto pdi arcgis pro desktop linguagem programação lógica programação noções cartografia agrometeorologia arcgis online ms office básico power bi legislação ambiental
148, eleflow nasceu tornar big analytics machine learning acessíveis empresas desenvolvedores engenheiros cientistas analistas experientes motivados curiosos diferenciadores projetos atuamos requisitos · ferramentas visualization power bi looker tableau qlik redash dax· desenvolvimento dashboards power bi· avançado dax analysis expressions · básico sql construção consultas bancos dados· modelagem voltada bi foco performance relatórios· desenvolvimento métricas kpis traduzem necessidades áreas negócio· facilidade compreensão regras negócio objetivo propor soluções bi.requisitos desejáveis · ambientes nuvem bi sabendo publicar compartilhar gerenciar dashboards.· story telling organizado senso urgência priorização demandas.· habilidades boas práticas relacionadas ux
149, eleflow nasceu tornar big analytics machine learning acessíveis empresas desenvolvedores engenheiros cientistas analistas experientes motivados curiosos diferenciadores projetos atuamos reunir interpretar comunicar toda informação relevante contida toneladas diariamente empresas armazenam sobre comportamento pessoas clientes prospects funcionários etc menos destas linguagens python sql r scala menos destes frameworks spark pyspark databricks watsonstudio sagemaker scikit-learn menos ambiente cloud aws azure gcp ibm cloud estatística análise exploratória teste hipóteses modelo preditivo prescritivo menos destes pacotes análise machine learning pandas numpy matplotlib requisitos desejáveis · prévia desenvolvedor modelos random forest xgboost versionamento revisão código git github gitlab · story telling organizado senso urgência priorização
150, venha fazer parte grupo constante mudança crescimento ! aqui oportunidade trabalhar processos avançados gestão saúde coordenação cuidado medicina diagnóstica gestão hospitalar oferecendo integrado soluções clientes formação tecnologia engenharia prévia temas engenharia prévia desenho execução lakes cloud temas estatística power bi alteryx mysql hadoop datastage etc
151, atuar engenheiro sênior projetos big dentro multinacional datastage python
152, análise mapeamento processos implantação desenvolvimento tecnologias soluções negócio demais inerentes cargo ensino superior completo tecnologia informação áreas power bi desenvolver painéis power bi desenvolver cálculos dax power bi 365 power bi reporting service engenharia desenvolvimento pipelines datefactory desenvolvimento etl databricks desenvolvimento modelo ssas analysis service ambiente nuvem azure sql python pyspark spark sql idioma inglês - intermediário
153, atuar programação desenvolvimento codificação formação superior completo - mestrado tecnologia informação ciências computação - superior completo ciência computação idiomas - inglês | avançado engenheiro
154, venha fazer parte empresa revolucionando mercado educação tecnologia procurando mercado queiram construir conosco cursos projeção nacional internacional atualmente digital house oferece dois cursos regularmente analytics science amplos qualquer contexto e.g. pesquisa business intelligence science engenharia big etc cuidar qualidade desses cursos além participar planejamento novos cursos treinamentos quanto profissional imprescindível profissional alguma área instrutor professor quanto imprescindível conheça seguintes áreas análise business intelligence people analytics pesquisa etc ciência inteligência artificial modelagem implementação algoritmos machine learning api engenharia big ecossistema hadoop bancos cloud etc importante disposição aprender desafiar-se continuamente atuando proativamente transformar amplo escopo soluções valor digital house alunos clientes funções acompanhar andamento turmas regulares analytics science treinamentos cursos sob demanda dando suporte professores orientando-os ajudando-os aprimorar desempenho docente trabalhar squad avaliar criticamente revisar ementas materiais metodologias empregados cursos treinamentos desenvolver propostas cursos treinamentos sob demanda presenciais online caso cursos ead desenvolvimento recursos educacionais digitais participar bancas avaliação projetos desenvolvidos alunos participar eventos promoção cursos participar reuniões clientes outras visem aprimoramento cursos integração equipe acadêmica digital house bem-vinda sala aula embora foco desta posição poderá atuar professor aulas específicas dependendo área disponibilidade
155, deverá estar cursando estatística engenharia ciência administração suporte manutenção informações relacionadas produtos catálogo novos lançamentos e-commerce elaboração relatórios partir bases frota informações concorrentes outras office power bi dashboard idioma inglês - intermediário
156, especificar software refere estrutura engenharia funcionamento telas relatórios assegurando qualidade atendimento normas aplicáveis respectivo setor administração pública superior completo ciências computação engenharia computação sistemas informação áreas correlatas banco estrutura modelagem engenharia processamento linguagens programação php java delphi net express normas procedimentos qualidade sistemas operacionais sgbd softwares auxiliares software interno
157, especificar software refere estrutura engenharia funcionamento telas relatórios assegurando qualidade atendimento normas aplicáveis respectivo setor administração pública superior completo ciências computação engenharia computação sistemas informação áreas correlatas banco estrutura modelagem engenharia processamento linguagens programação php java delphi net express normas procedimentos qualidade sistemas operacionais sgbd softwares auxiliares software interno
158, desenvolvimento pipelines datefactory desenvolvimento etl databricks desenvolvimento modelo ssas analysis service power bi desenvolver painéis power bi desenvolver cálculos dax power bi 365 power bi reporting service engenharia ambiente nuvem azure sql python pyspark spark sql
159, power bi desenvolver painéis power bi desenvolver cálculos dax power bi 365 power bi reporting service engenharia desenvolvimento pipelines datefactory desenvolvimento etl databricks desenvolvimento modelo ssas analysis service ambiente nuvem azure sql python pyspark spark sql
160, atuar planejamento condução temas projetos desenvolvimento/ sustentação melhoria contínua vivência gestão desenvolvimento equipe coordenar desenvolvimento entrega projetos relacionados métodos ágeis elaboração gestão planejamento estratégico orçamentário gestão fornecedores indicadores projetos business intelligence bi foco engenharia
161, atuará administração suporte sistema erp sênior implantação sistemas levantamento processos internos atuando consultiva exclusivamente sistema sênior hcm processos todos subsistemas rh reforma trabalhista e- social excel intermediário rede servidor sql preferência sistema senior porém pode totvs sap usuário manutenção máquinas controle total servidor rede utilitários transferência e-mail outlook parametrização estação trabalho firewall 365 premium business microsoft backup pró atividade ensino superior cursando interrompido certificações tecnologia informação redes sistema operacional sênior sistema sap totus gestão informativa ensino superior completo tecnologia informação engenheiro análise desenvolvimento sistemas diploma certificações sistema sênior servidor sql totvs sap
162, responsável desenho solução arquitetura assim apoiar tecnicamente tempo analytics engenharia arquitetura desenvolvimento projetos ambientes big universo hadoop python spark pyspark cloud aws graduação completa
163, atuar engenharia projetos big nuvem vivência desenvolvimento soluções plataforma microsoft técnicos importantes projeto arquitetura soluçõe azure arquitetura banco sql server sql server analysis services on-premises serviço azure sql server intregration services sql server reporting services azure factory microsoft power bi azure databricks certificações - 70-462 - administering microsoft sql server 2012 databases - 70-464 - developing microsoft sql server databases - 70-465 - designing database solutions microsoft sql server
164, deverá estar cursando precisa estar cursando ciência computação sistemas informação engenharia estatística áreas irá realizar gente auxiliar compartilhar equipe produtos sobre percepção produto organizar gerar dashboards ferramentas análise subsidiar processos tomadas decisão monitorar fluxo transitam plataforma auxiliar governança atuar qualidade confiabilidade gerar indicadores performance entregas produto auxiliar acompanhamento indicadores desempenho produto validar através hipóteses ciclo discovery mensurar valor gerado entregas produto auxiliar desenvolvimento dashboards produto apaixonado excel avançado python r sql
165, suporte técnico software mercado financeiro informática administração economia processamento engenharia
166, apoiar implementação área análise validar modelos estatísticos atuais desenvolver novos responsável resolver problemas negócios técnicas orientadas trabalhar variedade linguagens programação incluindo python r imprescindível entenda conceitos prática atuado construção modelos estatísticos regressão linear regressão múltipla álgebra linear clustering práticos coletar estruturar tecnicamente consiga tirar informações usá-los inovar resolver problemas negócios comunicativa diferentes públicos-alvo negócios tecnologia diretoria engenheiro expondo necessidades apresentando projetos argumentando ideias explorando oportunidades demais áreas negócio fim agregar valor empresa formação acadêmica ensino superior completo ciências computação engenharia física estatística matemática cursos correlatos suficiente interlocução ti machine learning deep learning arquitetura arquitetura - soluções arquitetura sistemas distribuídos azure - databricks datafactory synapse banco sql postgresql timescaledb @ postgresql mongodb tecnologia visualização powerbi habilidade linguagens programação python r. atuar projetos metodologia ágil ferramentas gestão projetos jira trello etc. idioma inglês - intermediário
167, engineer coteminas ajudará melhorar manter qualidade várias fontes integradas lake warehouse marts orquestrando processos apropriados extração transformação carga responsável monitorar evoluir saúde infraestrutura jobs migração garantindo sincronismo consistência informações procuramos pessoas apaixonadas orientadas resolução problemas complexos grandes datasets adorem novos desafios tecnologias função engenheiro engenheiro software ensino superior completo tecnologia competências técnicas projeto operação sistemas distribuídos larga escala apache beam/spark python shell script automação arquitetura software boas práticas desenvolvimento plataformas streaming e.g kinesis cloud pub/sub kafka rabbitmq estruturados serviços cloud aws/gcp similares desejáveis automação manutenção infraestrutura e.g kubernetes serviços aws s3 ec2 kinesis firehose emr serviços gcp bigquery storage dataflow kubernetes engine sqlserver postgresql gerenciamento pipelines airflow
168, gerenciar informações organização criando distribuindo-as redes computadores além lidar processamento engenharia software informática hardwares softwares ensino superior ensino técnico área tecnologia informação
169, auxilia técnicos engenheiros levantamento relatório fotos equipes laboratório pesquisas cadastros socioeconômicos famílias ensino médio completo
170, auxilia técnicos engenheiros levantamento relatório fotos equipes laboratório
171, responsabilidades candidato arquitetura ambiente cloud especialmente parte bi analytics modelagem rastreabilidade fluxo etl habilidade entender fluxo negócio transformar requisitos identificados solução habilidade atuar interface área negócios desenvolvimento engenheiros liderança times gestão básica projetos fim organizar prioridade controlar responsável fluxo processo respondendo movimentação inglês fluente interação times globais arquitetura soluções end-to-end ambiente azure especialmente parte bi analytics projetos big ambiente azure recursos azure hdinsight azure databricks azure synapse analytics antigo sql dw dentre integração sap arquitetura streaming certificação microsoft certified azure engineer associate microsoft certified azure solutions architect expert espanhol estar passaporte visto americano dentro validade possibilidade viagens exterior informações adicionais disponibilidade atuar modelo remoto flexível idioma inglês - fluente espanhol - intermediário
172, propor soluções técnicas resolução problemas complexos fundamentado estudo reunir analisar comunicar correlacionar interpretar transformar aplicação técnicas estatísticas matemáticas pareto histograma estudos amostras análise padrões regressão linear logística anova frequência absoluta relativa limites controle distribuições dispersões outras técnicas relevantes apoiar implementação novos projetos produtos auxiliar estudo desenvolvimento análises viabilidade técnica custos atuar responsável mapeamento identificação disfunções processos produção além avaliar oportunidades melhoria ensino superior completo ciências computação engenharia engenharia estatística física matemática pós-graduação completa cursando big ciência estatística aplicada saúde processos produção proficiência álgebra linear matemática estatística aplicada office avançado sólidos mining etl estatística aplicada saúde desejáveis banco big business analitycs business intelligence fundamentos linguagem programação construção algoritmos lake warehouse deep learning hadoop machine learning mapreduce spark programação análises r phyton sql ferramentas análise modelagem matlab minitab etc idioma inglês - intermediário
173, projetos implantação operação soluções engenharia tecnologias big implantação automações devops provisionamento artefatos self- healing/autorrecuperarão ambientes infraestrutura código operação ferramentas apm monitoração sistemas operações responsáveis site reliability engineering sre através disciplinas itil solicitações/tickets gestão alertas incidentes problemas configuração mudanças tecnologias big hbase hive elasticsearch storm kafka zookeeper linguagens programação automação devops ansible chef rundeck sccm puppet satellite powershell python java ruby tecnologias monitoração sistemas preferencialmente dynatrace interesse interscope zabbix ambientes virtualização vmware hypervisor plataforma computação nuvem aws google cloud platform ms azure inglês intermediário leitura escrita desejáveis plataforma decisões scoring fico times através gestão ágil scrum safe técnica sustentação site reliability engineering mesa área responsável infraestrutura motores soluções desenho implantação soluções automação configuração mitigar riscos indisponibilidade remediar problemas infraestrutura aplicações diferentes tecnologias buscar oportunidades evolução manual digital através aiops instalação configuração ferramentas troubleshooting solução problemas implantação modelos monitoração
174, coletar necessidade negócio criará plano técnico desenvolvedores eventualmente poderá participar alguns desenvolvimentos liderar participar sessões design administradores corporativos hub equipes engenharia cientistas gerentes produtos partes interessadas negócios ti resultam documentação soluções processamento armazenamento entrega compreender necessidades processos capacidade negócios conforme relacionam soluções ti meio parceria gerentes produto partes interessadas negócios funcionais ti aplicar influenciar metas negócios ajudar equipe estabelecer melhorar processos metodologias scrum kanban liderar novos pilotos implementar soluções acordo documentação design variedade ferramentas linguagens programação kafka bancos sql sql scala go etc seguindo processos metodologias estabelecidos equipe facilitar participar revisões código retrospectivas testes funcionais integração equipe focadas melhoria qualidade entrega fornecer estimativas confiáveis projeto grande escala liderar colaboração proprietários produtos engenheiros administradores dentro equipe plataformas técnicas equipes produtos desenvolvimento alinhamento roteiros datas entrega esforços integração comercial técnica ferramentas aws diagrama modelo documentação funcional plano teste tecnologias aws ec2 glue linux lambda spark cnodes python espanhol
175, coletar necessidade negócio criará plano técnico desenvolvedores eventualmente poderá participar alguns desenvolvimentos liderar participar sessões design administradores corporativos hub equipes engenharia cientistas gerentes produtos partes interessadas negócios ti resultam documentação soluções processamento armazenamento entrega compreender necessidades processos capacidade negócios conforme relacionam soluções ti meio parceria gerentes produto partes interessadas negócios funcionais ti aplicar influenciar metas negócios ajudar equipe estabelecer melhorar processos metodologias scrum kanban liderar novos pilotos implementar soluções acordo documentação design variedade ferramentas linguagens programação kafka bancos sql sql scala go etc seguindo processos metodologias estabelecidos equipe facilitar participar revisões código retrospectivas testes funcionais integração equipe focadas melhoria qualidade entrega fornecer estimativas confiáveis projeto grande escala liderar colaboração proprietários produtos engenheiros administradores dentro equipe plataformas técnicas equipes produtos desenvolvimento alinhamento roteiros datas entrega esforços integração comercial técnica ferramentas aws diagrama modelo documentação funcional plano teste tecnologias aws ec2 glue linux lambda spark cnodes python espanhol idioma inglês - fluente
176, consultores diversos níveis projetos analytics machine learning instituições financeiras grandes empresas varejo formação estatística engenharia ciência desenvolvimento modelos preditivos r python sas
177, marketing performance mobile apps definir quais indicadores estratégicos necessários tomada decisão definir ferramentas organização análise soluções melhor jornada usuário melhorar resultado cada etapas funil growth construir executar melhores estratégias aquisição retenção através mídia paga orgânico gestão público alvo criativos budget estratégias leilão maximizar eficiência mídia paga otimização seo aso maior conversão dirigir decisões baseadas através contínuas experimentações otimizações processos inclusive testando interfaces trabalhar conjunto produto engenheiros software analista designer construção funcionalidades possibilitem escalabilidade produto buscar avaliar oportunidades growth priorizando projetos maior impacto avaliando engenheiros analista dificuldades técnicas sucesso projeto plataforma atribuição adjust habilidade comunicação persuasão trabalhar sinergia times disciplinares habilidade análise qualitativos quantitativos priorização roadmap banco mongo mobile inglês intermediário
178, prestar suporte técnico presencial telefone remoto usuário resolvendo problemas relativos funcionamento computadores empresa responsável gerenciar informações organização criando distribuindo-as redes computadores além lidar processamento engenharia software informática hardwares softwares função formação concluída cursando tecnologia informação áreas !
179, desenvolvimento projetos executivos complementares contato fornecedores decisões técnicas projetos executivos arquitetônico disciplinas complementares instalações engenharias compatibilização gestão documentos provenientes tratativas fornecedores vivência projetos fabril habilidade autocad project sketchup revit bim office
180, prestar suporte técnico presencial telefone remoto usuário resolvendo problemas relativos funcionamento computadores empresa responsável gerenciar informações organização criando distribuindo-as redes computadores além lidar processamento engenharia software informática hardwares softwares função formação concluída cursando tecnologia informação áreas !
181, deverá estar cursando ensino superior cursando áreas tecnologia matemática estatística administrativa engenharias extração sistema alimentar atualizar bases atualização dashboards power bi tabelas planilhas validação operacionalizar estudos caso ajudar conferências planilhas departamentos intermediário avançado excel planilha google básico estatística básico power bi
182, editar inserir informações sap formatar planilhas carga massa informações sap auxiliar equipes manutenção pcm engenharia cadastro elaboração relatórios semanais acompanhamento graduação administração áreas correlatas área sap - pm excel power bi
183, desenvolvimento produtos testes qa infraestrutura segurança engenharia ciência bi analytics inovação produtos ! ! gente além participar baratonas hackathon interno trabalhará tecnologias c # .net .net core php node.js react react native sqlserver postgresql
184, responder gestão engenharia prover análise migrações estruturas vindas fontes suportar construção manutenção ambiente lake conduzir mapeamento documentação informação estratégica formato tabular incluindo sets modelagem estatística auxílio provisionamento marts efetuar manutenções códigos existentes desenvolver funcionalidades manter `` vivo '' ambiente atual agente transformador cultura devops implementação banco relacional sqlserver athena mysql postgresql soluções big mongodb spark modelagem relacional relacional tuning queries sql ferramentas etl - extração transformação carregamento aws dms glue dbt airflow stitch nifi linguagens programação python bibliotecas pandas arrow scikit-learn pyspark javascript estratégias ferramentas gestão ciclo vida replicação provisionamento através construção apis python flask ambientes serviços cloud suporte lake aws google cloud requisitos aws lambda ecs docker ec2 vpc cluster emr s3 efs sagemaker destaque técnicas machine learning ferramentas visualização power bi prévia ambientes warehouse liderança squad processo ágil soft skills forte desejo auto-desenvolvimento aprimoramento abertura feedback adora trabalhar equipe proatividade sempre importar comportar dono entregáveis
185, engenharia arquitetura ter sido parte equipe desenvolvimento ampla pareando pessoas desenvolvedoras idealmente analistas negócios pessoas engenheiras infraestrutura designers práticas ágeis scrum modelagem relacional multidimensional lógica física bi analytics big desenvolvimento projetos ambientes big universo hadoop python spark pyspark microsoft azure powerbi dax azure lake stream analytics governança arquitetura
186, responsável analisar desenvolver orçamentos projetos mecânicos instalações desenvolvimento novos componentes dimensionamento estruturas propor soluções objetivo redução custos aumento taxa conversão negócios liberação pedidos melhorias projetos interagir engenharia levantamento esclarecimentos controlar prazo documentação seguir normas qualidade projetos mecânicos autocad catia leitura interpretação desenhos técnicos office boa administração tempo raciocínio lógico bom relacionamento interpessoal ensino técnico cursando mecânica mecatrônica
187, garantir execução sendo realizadas qualidade profissional olhar matricial vinculado garantia qualidade processos verificar necessidade realização treinamentos multiplicar garantir pessoas pertençam área alinhadas objetivos área mapear processos identificar oportunidade melhorias apoiar supervisor manutenção tecnicamente condução equipe durante realização identificando oportunidades capacitação treinando equipe treinar executantes manutenção consulta manuais manutenção catálogos peças softwares diagnóstico scania mercedes bens participar análises falha perfil perdas junto engenharia sendo responsável levantar análises garantir cumprimento ações destas análises auditar processo execução manutenção quanto cumprimento procedimentos operacionais planos manutenção instruções manuais fabricantes quanto qualidade informações registradas sobre manutenções executadas elaborar instruções técnicas procedimentos operacionais desenvolver trabalhos análises técnicas específicas relatórios técnicos conforme demandados coordenador manutenção técnico mecânica completo manutenção caminhões pequeno porte
188, acompanhar desempenho campanhas acessos site através ferramentas web analytics - analisar constantemente desempenho visitas conversão vendas campanhas marketing - analisar site partir ter insights melhoria constante - elaborar relatórios acessos desempenho - mensurar cohorts life value payback cada canal marketing - analisar usuário site - mensurar verba marketing canal calculando projeção roi - analisar constantemente metas site canal informando área marketing cumprimento metas - alertas ferramenta web analytics monitoramento erros site - contribuição análises preditivas construção modelos atribuição superior completo administração marketing engenharia gestão informações áreas - inglês avançado - office avançado - sólido google analytics google tag manager google ads google sheets plataformas mídia teste a/b - certificação necessária google adwords desejáveis - scrum/desenvolvimento ágil - integrações salesforce - sobre integrações mídias automatizações necessárias
189, desenvolver executar manutenção programas softwares desenvolver programas conformidade padrão interface navegação engenharia processamento estabelecidas atendimento qualidade toda aplicação corrigir inconformidades inconsistências programas melhorar rotinas softwares ensino superior completo ciências computação engenharia computação sistemas informação áreas correlatas função linguagem programação delphi lógica programação vivência banco sistema operacional softwares auxiliares modelagem engenharia processamento programas inglês técnico
190, gerenciar informações organização criando distribuindo-as redes computadores além lidar processamento engenharia software informática hardwares softwares instalações erp pró ativo interessado dinâmico ágil
191, eleflow nasceu tornar big analytics machine learning acessíveis empresas desenvolvedores engenheiros cientistas analistas experientes motivados curiosos diferenciadores projetos atuamos requisitos - android studio- java- kotlin.requisitos desejáveis - graddle- detekt- mockito- openapi- ambiente aws lambdas api gateway sns
192, gerenciar informações organização criando distribuindo-as redes computadores além lidar processamento engenharia software informática hardwares softwares configurações programações sistemas informáticos montagem instalação computadores assistência correção defeitos falhas redes equipamentos responsável cotação compra suprimentos setor necessário curso técnico informática
193, desenvolver programas conformidade padrão interface ergonomia navegação engenharia processamento estabelecidas atendimento qualidade toda aplicação corrigir inconformidades inconsistências programas ensino superior completo cursando ciências computação engenharia computação sistemas informação áreas correlatas linguagens programação php lógica programação vivência banco sistema operacional softwares auxiliares modelagem engenharia processamento programas
