idx,nltk
628, atualizar periodicamente relatórios previsão desempenho vendas apoiar análises vendas produtos clientes mercados estados relatório apresentação acompanhar clientes identificar ajustar informações banco limpando possíveis erros fazer manutenção informações kpis analisá-los novos dashboards demonstração acompanhamento resultados apoiar fazer manutenção métricas periódicas envolvem campanhas específicas inglês avançado demonstração resultados reuniões expatriados excel avançado construção dashboards manipulação ferramentas analytics visualização power bi tableau sql dax m linguagem estatística r python idioma inglês - fluente
629, responsável elaborar treinar procedimentos carga transporte movimentação terceirizados planejar executar ações táticas visar diminuição erros operacionais geram avarias fazer análise fretes performance transportes realizar preenchimento planilhas controles diários fazer emissão indicadores performance fazer avaliação demanda capacidade operacional fazer elaboração apresentação resultado operacional cliente realizar análise desempenho transportadora fazer elaboração monitoramento kpi elaborar roteiro frota fazer dimensionamento recursos dar suporte acompanhamento entregas roteirização planejamento controle relatórios recepcionar liberar ordem serviço escolta fazer liberações viagens junto central monitoramento aplicar regras pgr transporte prestar suporte técnico transportadoras motoristas prover equipe condições operacionais execução obtenção resultados garantindo cumprimento legislação manutenção condições trabalho seguras equipe necessário ensino superior logística administração engenharia produção áreas necessário vivência excel power bi
630, contribuir elaboração plano marketing empresa conforme planejamento estratégico garantindo alinhamento estratégias fornecer subsídios tomadas decisões realizar estudos análises potencial comportamento tendências mercado atuais novos negócios através pesquisa mercado análise monitoramento concorrência benchmarking objetivo indicar melhorias oportunidades negócios contribuir planejamento comunicação campanhas promocionais através análise performance investimentos mídia dar suporte relativas lançamentos novos produtos mercado ajudando relatórios apresentações área acompanhando cronogramas desenvolvimento produto atuar focal point e-commerce desenvolver inerentes monitorar kpis plataforma on-line mensurar resultados acompanhar desempenho tudo diz respeito site necessidade manutenções desenvolver fluxos instruções trabalho superior completo marketing intelligence análise mídias google analytics plataformas ecommerce vtex considerado ter ferramentas bi crm sales force office - avançado idioma inglês - fluente
631, sobre gestão marcas posicionamento público conceito visual aplicações materiais ações pdv mídias assessoria gerenciamento comunicação digital website fb ig release pr eventos lançamento produto monitorar mercado pesquisa preço/concorrentes pesquisa consumidor coletar analisar relatórios performance b.i capacidade analítica elaboração relatórios mercado euromonitor abihpec gerenciamento preço posicionamento formulação preço calculo margem p l negociação preço fornecedor acompanhar trabalho fornecedores parceiros ativações office avançado corel/ilustrator/photoshop inglês avançado escrita oral superior completo
632, empresa ambiciosa vai melhorar qualidade vida pessoas vivem grandes centros urbanos crescendo absurdamente combinando agilidade autonomia alto impacto startup potencial global esperamos lista esperamos requisitos diferenciais pessoas inteligentes gente digam vão fazer tornar processos ainda melhores ! pessoa movida desafios apaixonada mobilidade vontade trabalhar tembici vaga perfeita ! superior completo administração empresas engenharia áreas correlatas gestão indicadores operacionais básica desenvolvimento dashboards via ferramentas excel power bi metabase imprescindível vba sql python análise considerado necessário espanhol mínimo intermediário
633, controle acompanhamento prazos elaboração solicitação emissão acompanhamento contato clientes relativo documentações administrativas certidões taxas procurações formulários exigências administrativo- minerárias recebimento conferência organização arquivo documentos separação organização montagem vias protocolo documentos envio protocolos clientes elaboração documentos relativas órgãos anm iat imasul ibama crea mapa crq controle análises horas extras banco horas custos etc levantamentos análises estratégicas elaboração apresentações relatórios setor modelagem melhoria processos padronizações melhoria contínua elaboração planilhas dashboards fluxogramas campanhas internas monitoramento indicadores materiais internos setores estratégicos empresa cotações compra benefícios colaboradores relacionadas rotina administrativa avançado office word excel powerpoint capacidade atenção organização revisão administração graduação administração engenharia produção cursos correlatos power bi access gestão qualidade 5s legislação minerária
634, responsável analisar resultados financeiros clientes assessorados orçado x realizado responsável elaborar balanços balancetes clientes assessorados realizar acompanhamento desempenho econômico unidade negócio assessorada acompanhará participará planejamento estratégico identificar desvios propor soluções clientes participará definições controles orçamentários contábil adequado estratégia negócios cada cliente assessorado requisitos ensino superior completo economia ciências contábeis administração análises financeiras elaboração balancetes acompanhamento resultados econômicos planejamento financeiro atendimento cliente consultiva excel avançado vba diferenciais consultoria financeira ferramentas análise power bi
635, planejar controlar programar produção máquinas trabalhando alinhamento produção demanda proporcionando base sólida realização processos empresa elaborar carga máquina analisar gargalos buscando alternativas eliminação desses gargalos conjunto supervisão área responsável controle processos produtivos tópicos críticos abastecimento material planejar diárias objetivo otimizar prazos pedidos cliente exercer liderança técnica equipe realizar programação produção atuar programação compra matéria-prima acompanhar área produtiva realizar fechamento pedidos atualizar relatórios planilhas controles relacionados produção programar acompanhar indicadores setor elaborar gráficos referentes índices área periodicidade preestabelecida requisitos graduação concluída engenharia produção logística administração ferramentas controle excel avançado power bi sistema erp inglês intermediário mandatório competências raciocínio lógico crítico bom relacionamento interpessoal iniciativa flexibilidade trabalhos sob pressão perfil executor planejador
636, acompanhar ações marketing mensurar resultados apresentar kpis campanhas propor soluções reunir insights base relevantes crescimento visibilidade produto análise mercado novos insights apresentação performances cada projeto requisitos vivência manipulação bases propósito gerar insights área marketing análises certificação comprovada analytics bi ferramentas análise google analytics diferenciais inbound marketing mídia paga ter atuado agências marketing implementação tags trackeamento sobre vaga carga horária 8h diárias segunda sexta- feira formato home office
637, relacionamento diário carteira clientes contas médio grande porte propor acompanhar estratégias crm foco atingimento objetivos kpis clientes intermediar integrações via api técnico manter bases atualizadas validação diária campanhas automáticas clientes criadas plataforma elaboração relatórios resultado geral campanhas resolução conflitos envolvendo problemas técnicos ter gestão contas carteira clientes e-commerce foco crm google analytics boas práticas estratégia crm ferramentas automação marketing crm salesforce responsys microsoft dynamics etc. ferramentas bi
638, extrair atualizar informações painéis existentes propor melhorias painéis indicadores existentes formatar entregar análise solicitados gestão setor inserir sistema interno tabulação prestar atendimento colaboradores empresa sobre informações pertinentes setor participar reuniões apresentação resultados painéis power bi necessário acompanhamento gestão/direção identificar melhorias cadastrais intuito fortalecer base informações otimização processo área assegurar informações sigam normas compliance corporação informática excel avançado power bi avançado point intermediário específicos sistema solus
639, trabalhar gestão benefícios plano saúde odontológico seguro vida analisando informações processando desenvolvendo reports controles gestão responsável conferência informações suportam folha pagamentos grande cliente alto grau excelência além contribuir visões críticas construtivas negócio pré-requisitos formação economia sistemas informação estatística engenharia administração office excel avançado power bi - imprescindível proatividade trabalhar equipe excelente relação interpessoal comunicação comprometimento prazos qualidade informações atenção detalhes organizado eliminatório benefícios flexíveis participação projetos conceitos ágeis habilidade básica programação facilidade automatização
640, consultoria grande porte contrata consultor recrutamento seleção atuar porto alegre ás seguintes - realizar alinhamento perfil cliente - conduzir processo seletivo vagas operacionais administrativas estratégicas - conduzir processo seletivo presencial remoto - oferecer devolutiva sobre seleção candidatos - confeccionar acompanhar relatórios gerenciais seleção - realizar controles relatórios kpi 's cliente internos - outras atividade recrutamento seleção gestão controles necessário superior completo psicologia administração áreas relacionadas irá trabalhar inicialmente home office porem retorno presencial escritório porto alegre necessário domínio excel power bi ter realizado gestão gestão indireta projetos ter disponibilidade horário principalmente momento grandes projetos
641, consultoria grande porte contrata consultor recrutamento seleção atuar porto alegre ás seguintes - realizar alinhamento perfil cliente - conduzir processo seletivo vagas operacionais administrativas estratégicas - conduzir processo seletivo presencial remoto - oferecer devolutiva sobre seleção candidatos - confeccionar acompanhar relatórios gerenciais seleção - realizar controles relatórios kpi 's cliente internos - outras atividade recrutamento seleção gestão controles necessário superior completo psicologia administração áreas relacionadas irá trabalhar inicialmente home office porem retorno presencial escritório porto alegre necessário domínio excel power bi ter realizado gestão gestão indireta projetos ter disponibilidade horário principalmente momento grandes projetos
642, elaborar apresentações pós-venda validar estrutura templates sistema iw dar suporte gerência técnica treinamentos tabulação pesquisa satisfação auditoria qualidade assistencial tabulação avaliação desempenho revisar alinhar evoluções clínicas abastecimento indicadores assistenciais executar necessárias sistema gestão qualidade graduação áreas exatas ciências atuariais estatística matemática dentre outras pós-graduação bioestatística ciências análise imprescindível profissional área gestão informação imprescindível informática excel programas estatística business intelligence imprescindível tableau software serviços saúde serviços atendimento domiciliar bancos sistemas gestão qualidade
643, programar controlar produção acordo objetivos distribuição capacidade produtiva controlar definir níveis mínimos máximos estoque materiais utilizados fabricação elaborar ordem produção listar materiais necessários execução cada ordem produção manter controles consumo matéria prima materiais utilizados produção fornecer informações servirão base preparação relatórios gerenciais suportar coordenação projetos melhoria sistemas informação utilizados ppcp elaboração atualização indicadores performance setor mapeamento processos área realizar controle carteira pedido avaliando lead entrega capacidade produtiva graduação completa engenharia estatística matemática ciência computação office intermediário avançados principalmente excel vivência elaboração apresentações power point desejáveis ferramentas qualidade logística ppcp totvs-pcp power bi mínimo intermediário totvs sap inglês intermediário/avançado área função vivência área planejamento materiais
644, programar controlar produção acordo objetivos distribuição capacidade produtiva controlar definir níveis mínimos máximos estoque materiais utilizados fabricação elaborar ordem produção listar materiais necessários execução cada ordem produção manter controles consumo matéria prima materiais utilizados produção fornecer informações servirão base preparação relatórios gerenciais suportar coordenação projetos melhoria sistemas informação utilizados ppcp elaboração atualização indicadores performance setor mapeamento processos área realizar controle carteira pedido avaliando lead entrega capacidade produtiva graduação completa engenharia estatística matemática ciência computação office intermediário avançados principalmente excel vivência elaboração apresentações power point desejáveis ferramentas qualidade logística ppcp totvs-pcp power bi mínimo intermediário totvs sap inglês intermediário/avançado área função vivência área planejamento materiais
645, responsável desenvolver processos pricing ultra cargo desenvolver estudos mercado apoiando-se projeções longo prazo setor portuário correlatos suportar decisões estratégicas crescimento capacidade analítica raciocínio lógico interpretação domínio excel vba projeções mercado longo prazo inteligência mercado planejamento estratégico áreas correlatas bi plataforma função responsável desenvolver processos pricing ultracargo desenvolver estudos mercado apoiando-se projeções longo prazo setor portuário correlatos suportar decisões estratégicas crescimento educação superior completa administração economia engenharia estatística
646, planejamento financeiro estratégico companhia elaboração relatórios gerenciais realização acompanhamento processo orçamentário budget/forecast projeções financeiras alinhadas estratégia companhia acompanhamento revisão resultado contábil mensal entendimento variações período fp planejamento análise financeira acompanhamento despesas custos operacionais administrativas análise report resultado operacional crescimento oscilação margem faturamento ensino superior completo administração empresas ciências econômicas contábeis análise vendas margem indicadores performance contábil necessário revisão fechamento contábil análise variações projeções financeiras domínio excel power b.i
647, análise integração diferentes bases power bi administração indicadores marketing elaboração análises financeiras elaboração relatórios rotina ensino superior completo avançado power bi avançado excel avançado power point inglês avançado fluente
648, implantação ferramenta crm empresa analisar perfis clientes compras padrões comportamento definir personas cliente ideal negócio clusters segmentação desenvolver otimizar fluxos automatizados foco conversão funil vendas analisar implementar melhorias otimizar métricas planejar desenvolver estruturar campanhas email marketing canais tais sms push mobile browser push acompanhar resultados métricas campanhas observando acordo indicadores definidos previamente aprimorar otimizar campanhas base resultados fazendo testes a/b exemplo gerar relatórios semanais mensais insights melhorias buscando otimizar cada vez budget sugerir melhorias processos central atendimento cliente apoiar operações consultoria campo informações permitam melhorar desempenho franqueados identificar requisitos eventuais customizações sistemas crm erp bi objetivo potencializar relacionamento clientes ensino superior completo curso crm
649, gerenciar dashboards indicadores people analytics voltados temas atração desenvolvimento budget elaborar apresentar estudos auxiliem tomada decisão acompanhamento resultado projetos pesquisas aderência desligamento solicitar monitorar incentivos vinculados programas reconhecimento empresa elaborar acompanhar budget atração desenvolvimento acompanhar monitorar status contratos pagamentos área acompanhamento apuração okr kpi\\\\\\ # 39s analytics dashboards reports avançado excel excelente capacidade analítica facilidade lidar números problemas complexos comunicação proatividade.experiência prévia área people analytics domínio ferramentas análise power bi
650, profissional irá atuar análise extração importação integração monitoria fluxos sistêmicos acompanhamento rotinas elaboração relatórios dashboards banco preferência sql server execução querys extração dashboards painéis projetar construir dashboards relatório alguma ferramenta bi exemplo power bi tableau google studio pentaho qlik etc warehouse dw modelagem estruturas tabelas fatos dimensões atributos relacionamentos etl conhecer processo extração transformação carga etl possuir algum hubspot woocommerce wordpress superior completo andamento ti cursos correlatos
651, mapeamento processos operacionais elaboração indicadores performance elaboração projetos melhorias processo performance atuar digitalização processos organização condução times melhoria contínua aplicação metodologias lean manufacturing kaisen outras graduação completa engenharia produção logística excel avançado power bi usuário autocad inglês intermediário
652, atender solicitações orçamentos elaborando propostas comerciais novos clientes clientes carteira acordo complexidade demanda prazos acordados realizar negociação proposta cliente fechamento venda acordando início prestação serviço condições pagamento elaborar termo aceite proposta clientes novos planejar junto gestão pessoas operacional disponibilidade colaboradores atendimento serviço negociado cliente disponibilizar informações serviço aprovado cliente proposta comercial planilha formação preço assistente comercial realizar procedimentos operacionais sistêmicos lançar acompanhar diariamente status todas propostas comerciais análise aprovada recusada ferramenta controle lançar acompanhar diariamente números comunicações internas ci serviços comercializados ferramenta controle auditar controle propostas versus cis agenda google drive semanalmente elaborar periodicamente relatórios vendas perdas realizar periodicamente acompanhamento propostas análise gerar relatório mapas comissões conforme política periodicamente habilidades avançadas excel obrigatória ter trabalhado algum crm conhecer conceitos marketing vendas conhecer utilizar bi power point intermediário montagem modelagem processo bpmn autogestão trabalho equipe interesse tecnologia resiliência pensamento atitudes positivas organizado trabalhar planejamento gerenciamento tempo capacidade saber ouvir clientes trabalhar metas saber gerir mesmas gostar lidar pessoas
653, área especialização profissional informática ti telecomunicações - administrador banco hierárquico analista local trabalho paulo sp regime contratação tipo efetivo - clt jornada período integral mapear fluxo trabalho definir métodos estudar tempo processos estabelecer estratégias solução problemas identificar falhas ineficiências implementar soluções melhorias contínuas indicadores desempenho elaboração dashboards exigências segmentação base/ bi vivência área qualidade control desk imprescindível ter excel avançado sistema zendesk ter iso9001 ter internet qualidade possuir equipamento próprio computador notebook vez desempenhará parte serviço home office
654, fazer gestão operação mídias sociais linkedin twitter instagram facebook youtube spotify busca melhores formatos segmentações acordo planejamento atuar multidisciplinar colaborativo áreas mídias digitais/performance social experience bi imprensa conteúdo etc acompanhar apresentar relatórios mídias sociais prestação contas visem gerar insights plano ação gerenciar tags urls parametrizadas postagens responsável gestão financeira investimentos mídias sociais relacionamento possíveis fornecedores novos parceiros gestão pis geração insights negócio gestão mídias socais linkedin twitter instagram facebook youtube spotify gerenciamento tags urls parametrizadas postagens marketing digital mídias digitais gerenciamento tags
655, startup ambiciosa vai melhorar qualidade vida pessoas vivem grandes centros urbanos ! crescendo absurdamente combinando agilidade autonomia alto impacto startup potencial global ! esperamos lista esperamos requisitos diferenciais pessoas inteligentes gente digam vão fazer tornar processos ainda melhores ! possui visão forte negócios muita habilidade relacionamento além movid @ desafios apaixonad @ mobilidade vontade trabalhar área planejamento performance gerindo informações vaga perfeita ! superior completo análise administração empresas engenharia áreas correlatas gestão indicadores operacionais básica desenvolvimento dashboards via ferramentas excel power bi metabase sql python análise considerado espanhol intermediário
656, analisar dashboard excel/bi acompanhar campanhas vendas sell-out ações comerciais analisar retorno ações promocionais apresentar relatórios resultado power point propor melhorias suporte equipe merchandising superior concluído andamento administração marketing gestão comercial áreas excel avançado trade marketing processos comerciais bi
657, controlar acompanhar executar relacionadas área através análises financeiras bem classificação apropriação despesas custos fim atender necessidades área elaborar estudos resultados grupo através análise informações econômico- financeiras área fornecendo subsídios tomada decisões elaborar relatórios gerenciais ligados assuntos natureza financeira contábil orçamentária através gestão ferramentas internas garantindo fornecimento informações econômico-financeiras corretas detalhadas alta liderança executar inerentes áreas planejamento financeiro contábeis financeira custos orçamentários tributária administrativa tais realização análises cálculos elaboração relatórios cartas memorandos organização arquivamento documentos ferramentas sistemas internos corporativos fim cumprir atender internas área reportar concisa objetiva resultados realizados seguindo normas contábeis regras gerais consolidação empresas avaliar riscos econômico-financeiros meio sugestão pontos melhorias processos análises mitigar extinguir risco graduação completa cursos administração empresas economia contabilidade áreas correlatas controladoria/planejamento financeiro power bi ax sap office espanhol inglês
658, graduação completa power b.i desenvolvimento melhorias relatórios excel avançado vivência profissional elaboração relatórios apresentações necessário normas segurança qualidade meio ambiente consolidar informações diárias segurança qualidade meio ambiente definir bases controles gráficos analíticos participar elaboração gestão mudanças acompanhar controlar registros melhoria contínua participar auditorias internas externas vps rac iso 's realizar controle licenças outorgas permissões autorizações válidas atualizar pbi área emitir boletins informativos indicadores qssma etc
659, rotina alocação pedidos remessa produtos atualizar controle pedidos sistema erp quantidades datas carteira pedidos recebidos confrontar entrada pedidos forecast atualizar forecast sistema erp sinalizar rupturas grupo família sku etc acompanhar plano produção garantir atendimento carteira pedidos manutenção carteira pedidos contribuir reunião multidisciplinar planejamento qualidade industrial logística afim garantir faturamento compromisso cliente atualização cadastro tabela preço informar logística disponibilidade produtos faturamento atualização apresentação indicadores performance áreas internas avançado office especialmente excel power bi sistema datasul graduação administração economia engenharia
660, suporte comercial campanhas incentivo promoções acompanhamento análise indicadores performance franqueadora suporte marketing campanhas mensais parcerias ações suporte consultoria campo gerenciamento agenda visitas consultoria adiantamento reembolso equipe pesquisa satisfação junto franqueados metas comissões suporte equipe franqueadora monitoramento projetos ativos binds extranet coordenação novos projetos adesões cadastramentos comunicação monitoramento fornecedores ideal work/ uniformes skintec/crio monitoramento controle royalties monitoramento fornecedores homologados execução pedidos repasses indicadores análise estoque auxílio identificação melhorias sistêmicas módulo financeiro superior completo office franchising atendimento franqueado excelente excel indicadores performance b.i
661, responsável atendimento condicionantes ambientais análise monitoramentos ambientais cumprimento requisitos iso14.001 inspeções meio ambiente emissão relatórios técnicos banco declarações ambientais bda inventários resíduos processo licenciamento minas gerais coordenação estudos ambientais processos mineração ouro legislação ambiental graduação engenharia ambiental engenharia química geografia inglês intermediário leitura fala escrita excel avançado arcgis power bi project
662, descrição sumária analisar performance setor através manutenção indicadores suprimentos frentes frete indiretos através extração base erp reportar indicadores análises suprimentos apontando evolução performance garantir distribuição cargas compradores através análise volumetria complexidade cada categoria compra conforme parâmetros definidos liderança desenvolver atualizar painéis gestão metas suprimentos conforme parâmetros estabelecidos desdobramento estratégia apoiar construção planos ação conforme necessidades stakeholders dar suporte ações novos projetos setor suprimentos desenvolvendo mapeamentos priorizações cronogramas excel power bi avançados elaboração dashboard vivência área compras pmp save graduação completa
663, conceitos técnicas banco warehouse compreender modelagem relacional dimensional design esquema estrela floco neve bi ambientes operacionais warehouse tecnologias relacionadas etl mdm práticas governança bacharelado ciência computação desenvolvimento software engenharia computação área relacionada tecnologia informação .net framework 4.5 proficiente .net c sharp html css javascript desenvolvimento asp.net mvc aplicativos asp.net core mvc entity framework 6 ef core nhibernate ado.net padrão injeção dependência contêineres ioc escrever testes ferramentas nunit | xunit | mstest familiaridade estrutura lado cliente jquery angular 1 angular 2 reagir
664, executar planejamento organização controle áreas administrativas financeiras empresa implementar programas projetos acompanhar analisar validar fechamentos financeiros mensais acordo planejamento procedimentos empresa analisar recursos financeiros disponíveis aplicações carteiras mercado financeiro pagamentos títulos analisar desenvolvimento monitoramento ações financeiras acompanhar analisar conciliação contas bancárias realizar planejamento financeiro elaboração budget anual acompanhamento manter relacionamento instituições financeiras minimizar custos captação recursos tarifas bancárias negociar limites crédito assegurar todos relatórios registros departamento feitos acordo princípios normas institucionais contábeis responder todas planejamento financeiro recursos viabilização investimentos movimentação fluxo caixa base diária mensal anual gerir modelos centro custo plano contas definidos companhia promover negociações contratos sob responsabilidade realizar interface contabilidade terceirizada gerar informação atualização diretoria sobre desempenho empresa ensino superior completo contabilidade administração economia anterior analista financeiro power bi noções contabilidade legislação tributária noções matemática financeira excel
665, posição responsabilidades posição administrar banco garantindo correto monitoramento ambiente analisando potenciais falhas atuando preventivamente suporte projetos implementação novos sistemas suporte stakeholders organização entendimento plataforma garantir controles segurança conformidade inspecionados revisados ativos base avaliação riscos responsável otimização recursos realizar gestão capacidade disponibilidade eficiencia sistema gestão banco qualificações curso superior completo ter gestão banco mssql inglês avançado office 365 power bi power automate etc sistemas automatização tarefas ferramentas capazes estruturar transformar informações negócio alteryx bigdata lake framework scrum manifesto ágil alguma outra metodologia framework certificação mcsa idioma inglês - fluente
666, ter atuado grandes volumes vagas tecnologia informação responsável alinhamento perfis junto gestor divulgação vagas negociações candidatos entrevistas presenciais skype garantir boa processo seletivo candidato garantir captação melhores menos tempo possível avançado recrutamento seleção tecnologia grande demanda vagas processo seletivo perfil pleno/ sênior ter atuado contratação sap hcm apo crm mm/wm hana sd mm fi pp pm qm co dms lsmw abap # 39s hr fi ... desenvolvimento java .net php sharepoint .. infraestrutura dba # 39s sas bi negócios vba canais digitais sales force pmo # 39s power builder líder android .net
667, definir estratégias marketing marketing digital todas ferramentas necessárias pesquisar produtos serviços concorrentes estratégias atuais identificar oportunidades analisar métricas tráfego sugerir soluções aumentar presença web monitorar métricas desempenho seo/sem marketing vendas prever tendências executar monitorar campanhas marketing nutrição geração leads landing pages formulários templates e-mail fluxos automação gestão otimização campanhas mídias pagas campanhas google ads facebook ads etc contato direto agências google ads inbound mkt gestão peças artísticas catálogos demais visuais formação marketing publicidade propaganda áreas correlatas ter atuado mkt b2b projetos comunicação indústrias lojistas área sólidos inbound marketing plataformas automação marketing sharpspring rd station hubspot certificação google analytics ads intermediário excel excelentes habilidades comunicação verbal escrita fortes habilidades analíticas gerenciamento projetos perfil pragmático direto analítico habilidade marketing digital seo adwords inbond outbond marketing ecommerce adobe illustrator crm b.i
668, responsabilidades captação lead qualificados área comercial bem captação novos parceiros comerciais partir ações próprias diretas dia dia condução ações marketing digital convencional agência marketing terceirizada conduzirá executará ações mídias sociais posts elaboração conteúdos digitais desenvolvimento produção materiais digitais papelaria desenvolvimento manutenção landing pages rd station extração elaboração relatórios gerenciais interface área marketing vendas parceiros rh tange ações marketing processos área vendas processos crm orientado funis vendas contribuir ajustes ações estratégicas empresa área marketing informações tendências mercado monitorar oportunidades negócios inbound garantindo visibilidade resultados relatórios gerenciais requisitos ferramentas photoshop illustrator premiere afterefects canvas corel draw html gestão conteúdo site wordpress rd station monday ferramentas mind mapping google adwords power bi google analytics google trends clicksign survey monkey similares pesquisa youtube loom gravação vídeos stream yard team viewer crm´s mercado pipedrive sugarcrm salesforce dynamics zoho
669, endereçar pedidos bi coleta tratamento manutenção informações realizar estudo comportamento carteira tático estratégico monitoramento concorrência indicadores produção diária temas governança comitê produtos criação/revisão normativo manual produtos política crédito constituição/revisão minutário comprometido disciplinado trabalho presencial afim fazer diferença agregar valor organização concepção novos produtos serviços bancários regras negócio especificação funcional homologação acompanhamento implantação novos produtos serviços bancários implantação produtos serviços diversos canais distribuição loja física web app comercialização produtos serviços indústria cartões/meios pagamento emissor adquirência sql python office inglês intermediário
670, prestará suporte manutenção servidores estações trabalho periféricos rede voz executará gestão perfil grupos redes software demais acesso respectivos privilégios irá auxiliar implementação projetos infraestrutura servidores assim configurações cuidando manter disponibilidade recursos resultando acompanhamento cumprimento políticas recursos computacionais elaborar documentação procedimentos operacionais controle equipamentos auxiliar gestão contratos fornecedores ti sql business intelligence etl arquitetura protheus amplo qlik sence rotinas protheus v12 dentre compras estoque faturamento financeiro pcp programação advpl integrações soap webservices rest xml arquivos csv
671, utilizar históricos preferências compras gerenciar contas compreender características clientes acompanhar jornada permitindo otimização compra gerar insights sucesso processos estratégias empresa incluindo equipes vendas marketing gestão réguas jornadas envolvem ciclo vida cliente ações comerciais upsell crossell relacionamento analisando monitorando performance resultados elaboração alinhamento brienfings juntos áreas comerciais gerenciamento calendário todas campanhas dirigidas área responsável kpis operação crm testar analisar melhores abordagens texto layout estratégia relacionamento critérios governança campanhas visão única cliente viabilização times envolvidos suporte ti implementação soluções integração acompanhar monitorar roi performance empregabilidade campanhas jornadas garantir satisfação retenção crescimento vendas estudar ferramentas tendências concorrência novidades inovações podem trazer benefícios modelo negócio formação superior habilidade comunicação foco cliente condução implementação crm sales force ferramenta salesforce marketing cloud avançado office power bi sul diferenciais
672, atuar prospecção hunting fornecedores internacionais todos trâmites importação door to door aplicação framework gestão projetos desenvolvimento produtos desenvolvimento análise rentabilidade produtos categorias sob responsabilidade superior completo administração engenharias gestão negócios comércio exterior economia marketing imprescindível inglês avançado/fluente testado avançado excel gerenciamento projetos waterfall metodologias ágeis office vivência e-commerce ciência ferramentas bi ter prospecção hunting fornecedores internacionais vivência comprovada desenvolvimento produtos ter participado efetivamente desenvolvimento linha produtos ênfase marcas próprias vivência todos trâmites importação door to door aplicação framework gestão projetos desenvolvimento produtos desenvolvimento análise rentabilidade produtos categorias sob responsabilidade perfil analítico
673, interpretar analisar resultados técnicas estatísticas fornecer relatórios progresso desenvolver implementar bancos sistemas coleta análise outras estratégias otimizem eficiência estatística qualidade obter fontes primárias secundárias manter bancos dados/sistemas identificar analisar interpretar tendências padrões conjuntos complexos filtrar limpar mediante revisão relatórios computadores cópias impressas indicadores desempenho localizar corrigir problemas código trabalhar gerência priorizar necessidades negócios informações localizar definir oportunidades melhorias processo superior completo excel avançado power bi
674, desenvolver estudos análises vão suportar melhores decisões baseadas compra abertura escolas vitamina brasil fazer análise mercado formação superior administração engenharia marketing cursando concluído excel avançado inglês avançado ferramentas gis geofusion my maps google google earth etc power bi sql idioma inglês - fluente
675, integrante equipe inteligência onde solicitado extração/manipulação banco sql elaboração relatórios serem enviados clientes relatórios enviados diariamente elaborados excel power bi prezi powerpoint software jurídico avançado sql select update insert join triggers views excel vba power bi
676, atuar organização gestão indicadores construir análises indicadores mercado apoiar elaboração estudos diversos segmentos mercado apoiar área vendas informações mercado apoiar processo mensal previsão demanda formação administração empresas engenharia vivência áreas marketing planejamento estratégico vendas domínio microsoft office power bi inglês intermediário idioma inglês - intermediário
677, desenvolvimento suporte aplicações cliente graduação completa ti views procedures triggers etl sql - tsql avançados consultas select update views create etc avançados desenvolvimento manutenção procedures views triggers avançados processo etl importação arquivos csv xls text etc .. modelagem dw tunning banco bi business inteligence
678, analisa resultados financeiros elabora balanços balancetes acompanha desempenho econômico participa planejamento estratégico identificar desvios propor soluções superior ciências contábeis crc ativo excel avançado mba controladoria mba controladoria inglês espanhol intermediário/ avançado power bi microsoft acces visual basic
679, profissional responsável controle desenvolvimento análise processos gestão operacional analisar diariamente faturamento custos transporte demais operações realizar planejamento operações logísticas realizar acompanhar indicadores desempenho ensino superior completo logística engenharia segmento transporte logística expedição cargas transporte rodoviário/ferroviário office avançado habilidade controles power bi pós-graduação área
680, irá atuar área desenvolvimento novos produtos atuado segmento cosméticos técnico-específicos desenvolvimento produto interface multifuncional busca inovação brieifing p d avaliação mix portfolio plano 360° gerenciamento projeto liderança projetos pmo sobre gestão marcas posicionamento público conceito visual aplicações materiais ações pdv mídias assessoria gerenciamento comunicação digital website fb ig release pr eventos lançamento produto monitorar mercado pesquisa preço/concorrentes pesquisa consumidor coletar analisar relatórios performance b.i capacidade analítica elaboração relatórios mercado euromonitor abihpec gerenciamento preço posicionamento formulação preço cálculo margem p l negociação preço fornecedor acompanhar trabalho fornecedores parceiros ativações formação ensino superior completo adm. publicidade marketing comunicação social office avançado corel/ilustrator/photoshop inglês avançado escrita oral idioma inglês - fluente
681, construir painéis acompanhamento kpis satisfação atendimento tais qualidade processo requerimentos atendimento prazo satisfação aluno backlog resolução primeira tratativa garantir qualidade processo atendimento satisfação atendimento garantir qualidade processo reclamação resultado nps mapear tendências mercado ações inovação transformações digitais foco aluno extrair diários embasar reuniões esteiras trancamento cancelamento preventivo analisar fazer cruzamentos indicadores comportamento satisfação nps isa atendimento secretarias call center reclame aqui consumidor gov redes sociais csat ces cliente oculto conselho alunos focus group enade etc compreender incidência motivos perfil aluno segmentação extrair pesquisa nps satisfação ferramenta medallia relatórios banco modelagem ferramentas bi nps vivência área customer experience .. excel - avançado idioma inglês - intermediário
